artist,count,cover,title,title(artist)
"아이유, 김연아",4,쏘쎄,얼음꽃(Feat. 김세황),"♪얼음꽃(Feat. 김세황)(아이유, 김연아)"
홍진영,4,쏘쎄,엄지 척,♪엄지 척(홍진영)
조용필,4,쏘쎄,여행을 떠나요,♪여행을 떠나요(조용필)
AKMU(악뮤),4,쏘쎄,오랜 날 오랜 밤,♪오랜 날 오랜 밤(AKMU(악뮤))
윤하,4,쏘,오르트구름,♪오르트구름(윤하)
이정현,4,쏘쎄,와,♪와(이정현)
거북이,4,쏘쎄,왜 이래,♪왜 이래(거북이)
아웃사이더,4,쏘쎄,외톨이,♪외톨이(아웃사이더)
"다비치, 티아라",4,쏘쎄,우리 사랑했잖아,"♪우리 사랑했잖아(다비치, 티아라)"
Why,4,쏘쎄,운명,♪운명(Why)
미스에스,4,쏘쎄,이 나이 먹고 뭐했길래(Feat. 정슬기),♪이 나이 먹고 뭐했길래(Feat. 정슬기)(미스에스)
임한별,4,쏘쎄,이별하러 가는 길,♪이별하러 가는 길(임한별)
조용필,4,쏘쎄,이젠 그랬으면 좋겠네,♪이젠 그랬으면 좋겠네(조용필)
미도와 파라솔,4,쏘쎄,이젠 잊기로 해요,♪이젠 잊기로 해요(미도와 파라솔)
차태현,4,쏘,이차선 다리,♪이차선 다리(차태현)
장윤정,4,쏘쎄,장윤정 트위스트,♪장윤정 트위스트(장윤정)
신예영,4,쏘쎄,전화 한 번 못하니,♪전화 한 번 못하니(신예영)
어쿠스틱 콜라보,4,쏘쎄,제발,♪제발(어쿠스틱 콜라보)
태연,4,쏘쎄,제주도의 푸른 밤,♪제주도의 푸른 밤(태연)
유다은,4,쏘쎄,지상에서 영원으로,♪지상에서 영원으로(유다은)
장윤정,4,쏘쎄,짠짜라,♪짠짜라(장윤정)
솔리드,4,쏘쎄,천생연분,♪천생연분(솔리드)
아이유,4,쏘쎄,첫 이별 그날 밤,♪첫 이별 그날 밤(아이유)
손담비,4,쏘쎄,토요일밤에,♪토요일밤에(손담비)
부석순,4,쏘쎄,파이팅 해야지(Feat. 이영지),♪파이팅 해야지(Feat. 이영지)(부석순)
간미연,4,쏘쎄,파파라치,♪파파라치(간미연)
10CM,4,쏘쎄,폰서트,♪폰서트(10CM)
이적,4,쏘쎄,하늘을 달리다,♪하늘을 달리다(이적)
노을,4,쏘쎄,하지 못한 말,♪하지 못한 말(노을)
#안녕,4,쏘,한 걸음씩 멀어지는 너에게,♪한 걸음씩 멀어지는 너에게(#안녕)
"레이나, San E",4,쏘쎄,한여름밤의 꿀,"♪한여름밤의 꿀(레이나, San E)"
박상민,4,쏘쎄,해바라기,♪해바라기(박상민)
엠씨더맥스,4,쏘쎄,해바라기도 가끔 목이 아프죠,♪해바라기도 가끔 목이 아프죠(엠씨더맥스)
신예영,4,쏘쎄,헤어지기 싫어,♪헤어지기 싫어(신예영)
김연지,4,쏘쎄,헤어지는 중입니다,♪헤어지는 중입니다(김연지)
리쌍,4,쏘쎄,"헤어지지 못하는 여자, 떠나가지 못하는 남자(Feat. 정인)","♪헤어지지 못하는 여자, 떠나가지 못하는 남자(Feat. 정인)(리쌍)"
탑현,4,쏘쎄,호랑수월가,♪호랑수월가(탑현)
거미,4,쏘쎄,혼자,♪혼자(거미)
허각,4,쏘쎄,"혼자, 한잔","♪혼자, 한잔(허각)"
양혜승,4,쏘쎄,화려한 싱글,♪화려한 싱글(양혜승)
러브홀릭,4,쏘쎄,화분,♪화분(러브홀릭)
AKMU(악뮤),4,쏘쎄,후라이의 꿈,♪후라이의 꿈(AKMU(악뮤))
BLACKPINK(블랙핑크),4,쏘쎄,휘파람,♪휘파람(BLACKPINK(블랙핑크))
먼데이 키즈,4,쏘쎄,흩어져,♪흩어져(먼데이 키즈)
임창정,4,쏘쎄,힘든 건 사랑이 아니다,♪힘든 건 사랑이 아니다(임창정)
윤종신,3,쏘쎄,1월부터 6월까지,♪1월부터 6월까지(윤종신)
러블리즈,3,쏘쎄,Ah-Choo,♪Ah-Choo(러블리즈)
Lady Gaga,3,쏘,Always Remember Us This Way,♪Always Remember Us This Way(Lady Gaga)
지나,3,쏘쎄,Black & White,♪Black & White(지나)
조용필,3,쏘쎄,Bounce,♪Bounce(조용필)
봄여름가을겨울,3,쏘,"Bravo, My Life!","♪Bravo, My Life!(봄여름가을겨울)"
버블 시스터즈,3,쏘쎄,Bubble Song,♪Bubble Song(버블 시스터즈)
"장숙희, 정여진",3,쏘,Catch You Catch Me(카드캡터체리 OST),"♪Catch You Catch Me(카드캡터체리 OST)(장숙희, 정여진)"
현아,3,쏘쎄,Change(Feat. 용준형 From Beast),♪Change(Feat. 용준형 From Beast)(현아)
ABBA,3,쏘쎄,Dancing Queen,♪Dancing Queen(ABBA)
애프터스쿨,3,쏘쎄,Diva,♪Diva(애프터스쿨)
환불원정대,3,쏘쎄,Don't Touch Me,♪Don't Touch Me(환불원정대)
플라워,3,쏘쎄,Endless,♪Endless(플라워)
엄정화,3,쏘쎄,Festival,♪Festival(엄정화)
Miley Cyrus,3,쏘쎄,Flowers,♪Flowers(Miley Cyrus)
소녀시대,3,쏘쎄,FOREVER 1,♪FOREVER 1(소녀시대)
박효신,3,쏘쎄,Gift,♪Gift(박효신)
자우림,3,쏘쎄,Hey Hey Hey,♪Hey Hey Hey(자우림)
비,3,쏘쎄,Hip Song,♪Hip Song(비)
안신애,3,쏘,Hold Me Now,♪Hold Me Now(안신애)
f(x),3,쏘쎄,Hot Summer,♪Hot Summer(f(x))
신승훈,3,쏘쎄,I Believe,♪I Believe(신승훈)
소녀시대,3,쏘쎄,I Got A Boy,♪I Got A Boy(소녀시대)
소유,3,쏘쎄,I Miss You,♪I Miss You(소유)
Stevie Wonder,3,쏘,Isn't She Lovely,♪Isn't She Lovely(Stevie Wonder)
이선희,3,쏘쎄,J에게,♪J에게(이선희)
The Beatles,3,쏘쎄,Let It Be,♪Let It Be(The Beatles)
"BIGBANG(빅뱅), 2NE1",3,쏘쎄,Lollipop,"♪Lollipop(BIGBANG(빅뱅), 2NE1)"
울랄라세션,3,쏘쎄,Love Fiction,♪Love Fiction(울랄라세션)
동방신기,3,쏘쎄,Love In The Ice,♪Love In The Ice(동방신기)
7공주,3,쏘쎄,Love Song,♪Love Song(7공주)
씨스타19,3,쏘쎄,Ma Boy,♪Ma Boy(씨스타19)
"SG 워너비, 브라운아이드걸스",3,쏘쎄,Must Have Love,"♪Must Have Love(SG 워너비, 브라운아이드걸스)"
Sarah Brightman,3,쏘쎄,Nella Fantasia,♪Nella Fantasia(Sarah Brightman)
원더걸스,3,쏘쎄,Nobody,♪Nobody(원더걸스)
정엽,3,쏘쎄,Nothing Better,♪Nothing Better(정엽)
f(x),3,쏘쎄,NU 예삐오,♪NU 예삐오(f(x))
쥬얼리,3,쏘쎄,One More Time,♪One More Time(쥬얼리)
씨야,3,쏘쎄,Promise U,♪Promise U(씨야)
비,3,쏘쎄,Rainism,♪Rainism(비)
Christina Aguilera,3,쏘,Reflection,♪Reflection(Christina Aguilera)
SHINee(샤이니),3,쏘쎄,Sherlock.셜록,♪Sherlock.셜록(SHINee(샤이니))
BLACKPINK(블랙핑크),3,쏘쎄,Shut Down,♪Shut Down(BLACKPINK(블랙핑크))
원더걸스,3,쏘쎄,So Hot,♪So Hot(원더걸스)
아이유,3,쏘,Someday,♪Someday(아이유)
BLACKPINK(블랙핑크),3,쏘쎄,STAY,♪STAY(BLACKPINK(블랙핑크))
아이유,3,쏘쎄,strawberry moon,♪strawberry moon(아이유)
쥬얼리,3,쏘쎄,Super Star,♪Super Star(쥬얼리)
장리인,3,쏘쎄,Timeless(Feat. 시아준수),♪Timeless(Feat. 시아준수)(장리인)
씨스타,3,쏘쎄,Touch My Body,♪Touch My Body(씨스타)
2NE1,3,쏘쎄,UGLY,♪UGLY(2NE1)
이효리,3,쏘쎄,U-Go-Girl(With 낯선),♪U-Go-Girl(With 낯선)(이효리)
보아,3,쏘쎄,Valenti,♪Valenti(보아)
태연,3,쏘쎄,Weekend,♪Weekend(태연)
박진영,3,쏘쎄,When We Disco(Duet with 선미),♪When We Disco(Duet with 선미)(박진영)
프리스타일,3,쏘쎄,Y,♪Y(프리스타일)
Westlife,3,쏘쎄,You Raise Me Up,♪You Raise Me Up(Westlife)
이문세,3,쏘쎄,가로수 그늘 아래 서면,♪가로수 그늘 아래 서면(이문세)
씨야,3,쏘쎄,가슴이 뭉클,♪가슴이 뭉클(씨야)
브라운 아이즈,3,쏘쎄,가지마 가지마,♪가지마 가지마(브라운 아이즈)
신형원,3,쏘쎄,개똥벌레,♪개똥벌레(신형원)
H-KEY(하이키),3,쏘쎄,건물 사이에 피어난 장미,♪건물 사이에 피어난 장미(H-KEY(하이키))
마마무,3,쏘쎄,고고베베,♪고고베베(마마무)
노라조,3,쏘쎄,고등어,♪고등어(노라조)
규현,3,쏘쎄,광화문에서,♪광화문에서(규현)
성시경,3,쏘쎄,"그 자리에, 그 시간에","♪그 자리에, 그 시간에(성시경)"
엠씨더맥스,3,쏘쎄,"그대, 바람이 되어","♪그대, 바람이 되어(엠씨더맥스)"
손승연,3,쏘쎄,그대라서,♪그대라서(손승연)
"이소라, 김현철",3,쏘쎄,그대안의 블루,"♪그대안의 블루(이소라, 김현철)"
2NE1,3,쏘쎄,그리워해요,♪그리워해요(2NE1)
지아,3,쏘쎄,그립습니다,♪그립습니다(지아)
백지영,3,쏘쎄,그여자,♪그여자(백지영)
god,3,쏘쎄,길,♪길(god)
지수,3,쏘,꽃,♪꽃(지수)
씨스타,3,쏘쎄,나 혼자,♪나 혼자(씨스타)
바닷길,3,쏘쎄,나만 부를 수 있는 노래,♪나만 부를 수 있는 노래(바닷길)
마이티 마우스,3,쏘쎄,나쁜놈(Feat. 소야),♪나쁜놈(Feat. 소야)(마이티 마우스)
이용신,3,쏘,나의 마음을 담아('달빛천사' 여는노래),♪나의 마음을 담아('달빛천사' 여는노래)(이용신)
씨스타,3,쏘쎄,나혼자,♪나혼자(씨스타)
싸이,3,쏘쎄,낙원(Feat. 이재훈),♪낙원(Feat. 이재훈)(싸이)
진주,3,쏘쎄,난 괜찮아,♪난 괜찮아(진주)
옥주현,3,쏘쎄,난,♪난(옥주현)
임창정,3,쏘쎄,날 닮은 너,♪날 닮은 너(임창정)
박선주,3,쏘쎄,남과 여(Feat. 김범수),♪남과 여(Feat. 김범수)(박선주)
럼블피쉬,3,쏘쎄,내 사랑 내 곁에,♪내 사랑 내 곁에(럼블피쉬)
이승철,3,쏘쎄,내가 많이 사랑해요,♪내가 많이 사랑해요(이승철)
김현식,3,쏘쎄,내사랑 내곁에,♪내사랑 내곁에(김현식)
포맨,3,쏘쎄,너 하나야,♪너 하나야(포맨)
휘인,3,쏘,"너, 너","♪너, 너(휘인)"
윤도현(YB),3,쏘쎄,너를 보내고,♪너를 보내고(윤도현(YB))
"정우, 유연석, 손호준",3,쏘쎄,너만을 느끼며,"♪너만을 느끼며(정우, 유연석, 손호준)"
화이트,3,쏘쎄,네모의 꿈,♪네모의 꿈(화이트)
한명숙,3,쏘쎄,노란 샤쓰의 사나이,♪노란 샤쓰의 사나이(한명숙)
한영애,3,쏘쎄,누구없소,♪누구없소(한영애)
박정현,3,쏘쎄,눈물이 주룩주룩,♪눈물이 주룩주룩(박정현)
싹쓰리,3,쏘쎄,다시 여기 바닷가,♪다시 여기 바닷가(싹쓰리)
조성모,3,쏘쎄,다짐,♪다짐(조성모)
김부자,3,쏘쎄,달타령,♪달타령(김부자)
전인권,3,쏘쎄,"돌고, 돌고, 돌고","♪돌고, 돌고, 돌고(전인권)"
하현우,3,쏘쎄,돌덩이,♪돌덩이(하현우)
태진아,3,쏘쎄,동반자,♪동반자(태진아)
이미자,3,쏘,동백 아가씨,♪동백 아가씨(이미자)
김현정,3,쏘,되돌아온 이별,♪되돌아온 이별(김현정)
개코,3,쏘,될 대로 되라고 해(느낌 So Good),♪될 대로 되라고 해(느낌 So Good)(개코)
채연,3,쏘쎄,둘이서,♪둘이서(채연)
40,3,쏘쎄,듣는편지,♪듣는편지(40)
지아,3,쏘,들리나요,♪들리나요(지아)
다비치,3,쏘쎄,또 운다 또,♪또 운다 또(다비치)
2BIC(투빅),3,쏘쎄,또 한 여잘 울렸어,♪또 한 여잘 울렸어(2BIC(투빅))
싸이,3,쏘쎄,뜨거운 안녕(Feat. 성시경),♪뜨거운 안녕(Feat. 성시경)(싸이)
"거미, 바비 킴",3,쏘쎄,러브 레시피,"♪러브 레시피(거미, 바비 킴)"
"옥주현, 임혜영",3,쏘쎄,레베카 ACT 2,"♪레베카 ACT 2(옥주현, 임혜영)"
화사,3,쏘쎄,마리아,♪마리아(화사)
더 클래식,3,쏘쎄,마법의 성,♪마법의 성(더 클래식)
아이유,3,쏘쎄,마쉬멜로우,♪마쉬멜로우(아이유)
나비,3,쏘쎄,마음이 다쳐서(feat. Crown J),♪마음이 다쳐서(feat. Crown J)(나비)
배치기,3,쏘,마이동풍,♪마이동풍(배치기)
"지누션, 엄정화",3,쏘쎄,말해줘,"♪말해줘(지누션, 엄정화)"
김광석,3,쏘쎄,먼지가 되어,♪먼지가 되어(김광석)
조용필,3,쏘쎄,모나리자,♪모나리자(조용필)
아이유,3,쏘쎄,무릎,♪무릎(아이유)
백지영,3,쏘쎄,무시로,♪무시로(백지영)
이안,3,쏘쎄,물고기자리,♪물고기자리(이안)
신승훈,3,쏘쎄,미소 속에 비친 그대,♪미소 속에 비친 그대(신승훈)
카라,3,쏘쎄,미스터,♪미스터(카라)
거미,3,쏘쎄,미안해요(Feat. T.O.P),♪미안해요(Feat. T.O.P)(거미)
씨야,3,쏘쎄,미쳤나봐,♪미쳤나봐(씨야)
규현,3,쏘,밀리언조각,♪밀리언조각(규현)
지아,3,쏘쎄,바보에게 바보가,♪바보에게 바보가(지아)
펀치,3,쏘,밤이 되니까,♪밤이 되니까(펀치)
Homme,3,쏘쎄,밥만 잘 먹더라,♪밥만 잘 먹더라(Homme)
애프터스쿨,3,쏘쎄,뱅(Bang) !,♪뱅(Bang) !(애프터스쿨)
버스커버스커,3,쏘쎄,벚꽃 엔딩,♪벚꽃 엔딩(버스커버스커)
선미,3,쏘쎄,보라빛 밤,♪보라빛 밤(선미)
선미,3,쏘쎄,보름달(Feat. Lena) ,♪보름달(Feat. Lena)(선미)
아이유,3,쏘쎄,복숭아,♪복숭아(아이유)
방탄소년단,3,쏘쎄,봄날,♪봄날(방탄소년단)
문성재,3,쏘쎄,부산 갈매기,♪부산 갈매기(문성재)
송윤아,3,쏘쎄,분홍립스틱,♪분홍립스틱(송윤아)
BLACKPINK(블랙핑크),3,쏘쎄,붐바야,♪붐바야(BLACKPINK(블랙핑크))
버즈,3,쏘,비망록,♪비망록(버즈)
김건모,3,쏘쎄,빗속의 여인,♪빗속의 여인(김건모)
"김범수, 박정현",3,쏘쎄,"사람, 사랑","♪사람, 사랑(김범수, 박정현)"
백지영,3,쏘쎄,사랑 하나면 돼,♪사랑 하나면 돼(백지영)
김종국,3,쏘쎄,사랑스러워,♪사랑스러워(김종국)
린,3,쏘쎄,사랑에 아파본 적 있나요,♪사랑에 아파본 적 있나요(린)
히키,3,쏘쎄,사랑에 연습이 있었다면(답가),♪사랑에 연습이 있었다면(답가)(히키)
XIA,3,쏘쎄,사랑은 눈꽃처럼,♪사랑은 눈꽃처럼(XIA)
휘성,3,쏘,사랑은 맛있다♡,♪사랑은 맛있다♡(휘성)
이영현,3,쏘쎄,사랑은 언제나 목마르다,♪사랑은 언제나 목마르다(이영현)
iKON,3,쏘쎄,사랑을 했다,♪사랑을 했다(iKON)
더 넛츠,3,쏘쎄,사랑의 바보,♪사랑의 바보(더 넛츠)
LPG,3,쏘쎄,사랑의 초인종,♪사랑의 초인종(LPG)
씨야,3,쏘쎄,사랑하기 때문에(Feat. SG 워너비),♪사랑하기 때문에(Feat. SG 워너비)(씨야)
김연우,3,쏘쎄,사랑한다는 흔한 말,♪사랑한다는 흔한 말(김연우)
팀,3,쏘쎄,사랑합니다...,♪사랑합니다...(팀)
핑크퐁,3,쏘쎄,상어 가족,♪상어 가족(핑크퐁)
싸이,3,쏘쎄,새,♪새(싸이)
순순희,3,쏘쎄,서면역에서,♪서면역에서(순순희)
MC몽,3,쏘쎄,"서커스(Feat. 임유경, ＄howgun)","♪서커스(Feat. 임유경, ＄howgun)(MC몽)"
Various Artists,3,쏘쎄,섬집아기,♪섬집아기(Various Artists)
박지윤,3,쏘쎄,성인식,♪성인식(박지윤)
엠투엠,3,쏘쎄,세글자,♪세글자(엠투엠)
지영선,3,쏘쎄,소원,♪소원(지영선)
노라조,3,쏘쎄,슈퍼맨,♪슈퍼맨(노라조)
쿨,3,쏘쎄,슬퍼지려 하기 전에,♪슬퍼지려 하기 전에(쿨)
김범수,3,쏘,슬픔보다 더 슬픈 이야기,♪슬픔보다 더 슬픈 이야기(김범수)
"소유, 정기고",3,쏘쎄,썸(Feat. 릴보이 Of 긱스),"♪썸(Feat. 릴보이 Of 긱스)(소유, 정기고)"
SUPER JUNIOR,3,쏘쎄,쏘리 쏘리,♪쏘리 쏘리(SUPER JUNIOR)
거미,3,쏘,아니,♪아니(거미)
오렌지 캬라멜,3,쏘쎄,아잉♡,♪아잉♡(오렌지 캬라멜)
양파,3,쏘,아파 아이야,♪아파 아이야(양파)
2NE1,3,쏘쎄,아파,♪아파(2NE1)
이선희,3,쏘쎄,알고 싶어요,♪알고 싶어요(이선희)
"울랄라세션, 아이유",3,쏘쎄,애타는 마음,"♪애타는 마음(울랄라세션, 아이유)"
김지애,3,쏘쎄,얄미운 사람,♪얄미운 사람(김지애)
김나영,3,쏘,어땠을까,♪어땠을까(김나영)
노을,3,쏘쎄,어떤가요,♪어떤가요(노을)
김종국,3,쏘쎄,어제보다 오늘 더,♪어제보다 오늘 더(김종국)
윙크,3,쏘쎄,얼쑤,♪얼쑤(윙크)
지아,3,쏘쎄,엄마 미안해요,♪엄마 미안해요(지아)
버스커 버스커,3,쏘쎄,여수 밤바다,♪여수 밤바다(버스커 버스커)
백지영,3,쏘쎄,여전히 뜨겁게,♪여전히 뜨겁게(백지영)
제이,3,쏘쎄,열흘만,♪열흘만(제이)
럼블피쉬,3,쏘,예감 좋은 날,♪예감 좋은 날(럼블피쉬)
DAY6(데이식스),3,쏘쎄,예뻤어,♪예뻤어(DAY6(데이식스))
이문세,3,쏘쎄,옛사랑,♪옛사랑(이문세)
백지영,3,쏘쎄,오늘도 사랑해,♪오늘도 사랑해(백지영)
케이윌,3,쏘쎄,오늘부터 1일,♪오늘부터 1일(케이윌)
장윤정,3,쏘쎄,올래,♪올래(장윤정)
우연이,3,쏘쎄,우연히,♪우연히(우연이)
임재범,3,쏘쎄,위로,♪위로(임재범)
마마무,3,쏘쎄,음오아예,♪음오아예(마마무)
일기예보,3,쏘쎄,인형의 꿈,♪인형의 꿈(일기예보)
김광석,3,쏘쎄,일어나,♪일어나(김광석)
씨스타19,3,쏘쎄,있다 없으니까,♪있다 없으니까(씨스타19)
이승철,3,쏘쎄,잊었니,♪잊었니(이승철)
박주희,3,쏘쎄,자기야,♪자기야(박주희)
프라이머리,3,쏘쎄,자니(Feat. Dynamic Duo),♪자니(Feat. Dynamic Duo)(프라이머리)
나비,3,쏘쎄,잘 된 일이야,♪잘 된 일이야(나비)
서인영,3,쏘쎄,잘가요 로맨스,♪잘가요 로맨스(서인영)
MC몽,3,쏘쎄,죽도록 사랑해(Feat. 박정현),♪죽도록 사랑해(Feat. 박정현)(MC몽)
영탁,3,쏘쎄,찐이야,♪찐이야(영탁)
성시경,3,쏘,차마…,♪차마...(성시경)
박경림,3,쏘쎄,착각의 늪,♪착각의 늪(박경림)
f(x),3,쏘쎄,첫 사랑니,♪첫 사랑니(f(x))
젝스키스,3,쏘쎄,커플,♪커플(젝스키스)
아이유,3,쏘쎄,팔레트(Feat. G-DRAGON),♪팔레트(Feat. G-DRAGON)(아이유)
김광진,3,쏘쎄,편지,♪편지(김광진)
박정현,3,쏘쎄,편지할께요,♪편지할께요(박정현)
f(x),3,쏘쎄,피노키오,♪피노키오(f(x))
김태우,3,쏘쎄,하고 싶은 말,♪하고 싶은 말(김태우)
휘성,3,쏘,하늘을 걸어서,♪하늘을 걸어서(휘성)
에일리,3,쏘쎄,하루하루,♪하루하루(에일리)
허각,3,쏘쎄,한사람,♪한사람(허각)
FTISLAND,3,쏘쎄,한사람만,♪한사람만(FTISLAND)
SG 워너비,3,쏘,해바라기,♪해바라기(SG 워너비)
INO(정인호),3,쏘쎄,해요,♪해요(INO(정인호))
정인호,3,쏘쎄,해요,♪해요(정인호)
나훈아,3,쏘,홍시,♪홍시(나훈아)
소녀시대,3,쏘쎄,훗,♪훗(소녀시대)
이효리,2,쏘쎄,10 Minutes,♪10 Minutes(이효리)
2PM,2,쏘쎄,10점 만점에 10점,♪10점 만점에 10점(2PM)
선미,2,쏘쎄,24시간이 모자라,♪24시간이 모자라(선미)
Sarah Vaughan,2,쏘,A Lover's Concerto,♪A Lover's Concerto(Sarah Vaughan)
얀,2,쏘쎄,After,♪After(얀)
애프터스쿨,2,쏘쎄,AH,♪AH(애프터스쿨)
Justin Bieber,2,쏘쎄,As Long As You Love Me(Feat. Big Sean),♪As Long As You Love Me(Feat. Big Sean)(Justin Bieber)
크러쉬,2,쏘쎄,Beautiful,♪Beautiful(크러쉬)
미녀와 야수 OST,2,쏘쎄,Beauty and the Beast,♪Beauty and the Beast(미녀와 야수 OST)
핑클,2,쏘쎄,Blue Rain,♪Blue Rain(핑클)
현아,2,쏘쎄,Bubble Pop!,♪Bubble Pop!(현아)
박화요비,2,쏘,Bye Bye Bye,♪Bye Bye Bye(박화요비)
TWICE(트와이스),2,쏘쎄,Cheer Up,♪Cheer Up(TWICE(트와이스))
이효리,2,쏘쎄,Chitty Chitty Bang Bang(Feat. Ceejay Of Freshboyz),♪Chitty Chitty Bang Bang(Feat. Ceejay Of Freshboyz)(이효리)
치타,2,쏘,"Coma 07'(Prod.by DJ Juice, D.Theo)","♪Coma 07'(Prod.by DJ Juice, D.Theo)(치타)"
2NE1,2,쏘쎄,Come Back Home,♪Come Back Home(2NE1)
싸이,2,쏘쎄,DADDY(Feat. CL of 2NE1),♪DADDY(Feat. CL of 2NE1)(싸이)
Norah Jones,2,쏘쎄,Don't Know Why,♪Don't Know Why(Norah Jones)
f(x),2,쏘쎄,Electric Shock,♪Electric Shock(f(x))
BewhY,2,쏘,Forever(Prod. By GRAY),♪Forever(Prod. By GRAY)(BewhY)
소녀시대,2,쏘쎄,Gee,♪Gee(소녀시대)
보아,2,쏘쎄,Girls On Top,♪Girls On Top(보아)
씨스타,2,쏘쎄,Give It To Me,♪Give It To Me(씨스타)
제이레빗,2,쏘,Happy Things,♪Happy Things(제이레빗)
G-DRAGON(지드래곤),2,쏘쎄,Heartbreaker,♪Heartbreaker(G-DRAGON)
The Beatles,2,쏘,Hey Jude,♪Hey Jude(The Beatles)
김태우,2,쏘쎄,High High(김태우),♪High High(김태우)
4minute,2,쏘쎄,Hot Issue,♪Hot Issue(4minute)
보아,2,쏘쎄,Hurricane Venus,♪Hurricane Venus(보아)
NewJeans(뉴진스),2,쏘쎄,Hype boy,♪Hype boy(NewJeans(뉴진스))
2NE1,2,쏘쎄,I Don't Care,♪I Don't Care(2NE1)
나비,2,쏘쎄,I Love You,♪I Love You(나비)
싸이,2,쏘쎄,I LUV IT,♪I LUV IT(싸이)
"허각, 지아",2,쏘쎄,I Need You,"♪I Need You(허각, 지아)"
어반자카파,2,쏘쎄,Inevitability,♪Inevitability(어반자카파)
원더걸스,2,쏘쎄,Irony,♪Irony(원더걸스)
Bobby Helms,2,쏘쎄,Jingle Bell Rock,♪Jingle Bell Rock(Bobby Helms)
S.E.S.,2,쏘쎄,Just A Feeling,♪Just A Feeling(S.E.S.)
부활,2,쏘쎄,Lonely Night,♪Lonely Night(부활)
"마크툽, 구윤회",2,쏘쎄,Marry Me,"♪Marry Me(마크툽, 구윤회)"
4minute,2,쏘쎄,Muzik,♪Muzik(4minute)
포맨,2,쏘쎄,My Angel(Feat. 윤후),♪My Angel(Feat. 윤후)(포맨)
다비치,2,쏘쎄,My Man,♪My Man(다비치)
보아,2,쏘쎄,My Name,♪My Name(보아)
Luciano Pavarotti,2,쏘쎄,Nessun Dorma,♪Nessun Dorma(Luciano Pavarotti)
핑클,2,쏘쎄,Now,♪Now(핑클)
소녀시대,2,쏘쎄,Oh!,♪Oh!(소녀시대)
숙희,2,쏘쎄,One Love(Feat. 가희 Of 애프터스쿨),♪One Love(Feat. 가희 Of 애프터스쿨)(숙희)
보아,2,쏘쎄,Only One,♪Only One(보아)
바이브,2,쏘쎄,Promise U,♪Promise U(바이브)
Richard Sanderson,2,쏘쎄,Reality,♪Reality(Richard Sanderson)
버즈,2,쏘쎄,Reds Go Together,♪Reds Go Together(버즈)
SHINee(샤이니),2,쏘쎄,Ring Ding Dong,♪Ring Ding Dong(SHINee(샤이니))
브레이브걸스,2,쏘쎄,Rollin',♪Rollin'(브레이브걸스)
"Lady Gaga, Bradley Cooper",2,쏘쎄,Shallow,"♪Shallow(Lady Gaga, Bradley Cooper)"
박은빈,2,쏘쎄,Someday,♪Someday(박은빈)
HYNN(박혜원),2,쏘쎄,Stand Up For You,♪Stand Up For You(HYNN(박혜원))
"손승연, 유성은, 우혜미, 지세희",2,쏘쎄,Stand Up For You,"♪Stand Up For You(손승연, 유성은, 우혜미, 지세희)"
"김나영, 장원기",2,쏘쎄,Street Life,"♪Street Life(김나영, 장원기)"
김보경,2,쏘,Suddenly,♪Suddenly(김보경)
Jessie J,2,쏘쎄,Thunder,♪Thunder(Jessie J)
조성모,2,쏘쎄,To Heaven,♪To Heaven(조성모)
트러블메이커,2,쏘쎄,Trouble Maker,♪Trouble Maker(트러블메이커)
SS501,2,쏘쎄,U R Man,♪U R Man(SS501)
Bing Crosby,2,쏘쎄,White Christmas,♪White Christmas(Bing Crosby)
상상밴드,2,쏘,가지마 가지마,♪가지마 가지마(상상밴드)
김동률,2,쏘쎄,감사,♪감사(김동률)
거미,2,쏘,개구쟁이(Feat. T.O.P),♪개구쟁이(Feat. T.O.P)(거미)
강산에,2,쏘쎄,거꾸로 강을 거슬러 오르는 저 힘찬 연어들처럼,♪거꾸로 강을 거슬러 오르는 저 힘찬 연어들처럼(강산에)
이적,2,쏘쎄,거짓말 거짓말 거짓말,♪거짓말 거짓말 거짓말(이적)
god,2,쏘쎄,거짓말,♪거짓말(god)
송창식,2,쏘쎄,고래사냥,♪고래사냥(송창식)
Various Artists,2,쏘쎄,고요한 밤 거룩한 밤,♪고요한 밤 거룩한 밤(Various Artists)
임재범,2,쏘쎄,고해,♪고해(임재범)
리쌍,2,쏘쎄,광대,♪광대(리쌍)
이문세,2,쏘쎄,광화문 연가,♪광화문 연가(이문세)
박선주,2,쏘쎄,귀로,♪귀로(박선주)
현빈,2,쏘쎄,그남자,♪그남자(현빈)
은가은,2,쏘,그대 내 친구여,♪그대 내 친구여(은가은)
한예슬,2,쏘쎄,그댄 달라요,♪그댄 달라요(한예슬)
"Supreme Team, 영준",2,쏘쎄,그땐 그땐 그땐,"♪그땐 그땐 그땐(Supreme Team, 영준)"
무한도전,2,쏘,"그래, 우리 함께","♪그래, 우리 함께(무한도전)"
김형중,2,쏘쎄,그랬나봐,♪그랬나봐(김형중)
지아,2,쏘쎄,그런줄 알았어,♪그런줄 알았어(지아)
노을,2,쏘쎄,그리워 그리워,♪그리워 그리워(노을)
비,2,쏘쎄,깡,♪깡(비)
조용필,2,쏘쎄,꿈,♪꿈(조용필)
볼빨간사춘기,2,쏘쎄,나만 안되는 연애,♪나만 안되는 연애(볼빨간사춘기)
