artist,count,cover,title,title(artist)
이지연,2,쏘쎄,난 사랑을 아직 몰라,♪난 사랑을 아직 몰라(이지연)
룰라,2,쏘쎄,날개 잃은 천사,♪날개 잃은 천사(룰라)
플라이 투 더 스카이,2,쏘쎄,남자답게,♪남자답게(플라이 투 더 스카이)
엠씨더맥스,2,쏘쎄,낮달,♪낮달(엠씨더맥스)
핑클,2,쏘쎄,내 남자 친구에게,♪내 남자 친구에게(핑클)
SS501,2,쏘쎄,내 머리가 나빠서,♪내 머리가 나빠서(SS501)
성시경,2,쏘쎄,내게 오는 길,♪내게 오는 길(성시경)
"윤종신, 성시경",2,쏘쎄,내일 할 일,"♪내일 할 일(윤종신, 성시경)"
길구봉구,2,쏘쎄,너 하나야,♪너 하나야(길구봉구)
다비치,2,쏘쎄,너라서,♪너라서(다비치)
정승환,2,쏘쎄,너였다면,♪너였다면(정승환)
원 모어 찬스,2,쏘쎄,널 생각해,♪널 생각해(원 모어 찬스)
M4,2,쏘쎄,널 위한 멜로디,♪널 위한 멜로디(M4)
이승기,2,쏘쎄,누난 내 여자니까,♪누난 내 여자니까(이승기)
리쌍,2,쏘쎄,눈물(Feat. 유진 Of 더 씨야),♪눈물(Feat. 유진 Of 더 씨야)(리쌍)
임정희,2,쏘쎄,눈물이 안났어,♪눈물이 안났어(임정희)
보아,2,쏘,늘..,♪늘..(보아)
이승기,2,쏘쎄,다 줄꺼야,♪다 줄꺼야(이승기)
미쓰에이,2,쏘쎄,다른 남자 말고 너,♪다른 남자 말고 너(미쓰에이)
빅마마,2,쏘쎄,다이어리,♪다이어리(빅마마)
미연((여자)아이들),2,쏘,달빛에 그려지는,♪달빛에 그려지는(미연((여자)아이들))
지아,2,쏘쎄,더 만나봤자 뭐해,♪더 만나봤자 뭐해(지아)
버스커 버스커,2,쏘,동경소녀,♪동경소녀(버스커 버스커)
다비치,2,쏘쎄,둘이서 한잔해,♪둘이서 한잔해(다비치)
아이유,2,쏘쎄,드라마,♪드라마(아이유)
제이세라,2,쏘,딜레마,♪딜레마(제이세라)
임창정,2,쏘쎄,또 다시 사랑,♪또 다시 사랑(임창정)
이수영,2,쏘,라라라,♪라라라(이수영)
박혜경,2,쏘,레몬트리,♪레몬트리(박혜경)
핑클,2,쏘쎄,루비,♪루비(핑클)
오렌지 캬라멜,2,쏘쎄,마법소녀,♪마법소녀(오렌지 캬라멜)
노사연,2,쏘쎄,만남,♪만남(노사연)
노을,2,쏘쎄,만약에 말야,♪만약에 말야(노을)
크라잉넛,2,쏘쎄,말달리자,♪말달리자(크라잉넛)
황태지,2,쏘쎄,맙소사,♪맙소사(황태지)
지아,2,쏘쎄,몇 월 며칠 몇 시(Feat. 마이티 마우스),♪몇 월 며칠 몇 시(Feat. 마이티 마우스)(지아)
쥬얼리,2,쏘,모를까봐서,♪모를까봐서(쥬얼리)
엄정화,2,쏘쎄,몰라,♪몰라(엄정화)
박상철,2,쏘쎄,무조건,♪무조건(박상철)
임영웅,2,쏘쎄,무지개,♪무지개(임영웅)
태연,2,쏘쎄,미치게 보고싶은,♪미치게 보고싶은(태연)
송지은,2,쏘쎄,미친거니(Feat. 방용국),♪미친거니(Feat. 방용국)(송지은)
이정현,2,쏘쎄,바꿔,♪바꿔(이정현)
박명수,2,쏘쎄,바다의 왕자,♪바다의 왕자(박명수)
조용필,2,쏘쎄,바람의 노래,♪바람의 노래(조용필)
FTISLAND,2,쏘쎄,바래,♪바래(FTISLAND)
걸스데이,2,쏘쎄,반짝반짝,♪반짝반짝(걸스데이)
V.O.S,2,쏘쎄,반쪽,♪반쪽(V.O.S)
심수봉,2,쏘쎄,백만송이 장미,♪백만송이 장미(심수봉)
"HIGH4, 아이유",2,쏘쎄,봄 사랑 벚꽃 말고,"♪봄 사랑 벚꽃 말고(HIGH4, 아이유)"
BIGBANG(빅뱅),2,쏘쎄,봄여름가을겨울,♪봄여름가을겨울(BIGBANG(빅뱅))
멜로망스,2,쏘,부끄럼,♪부끄럼(멜로망스)
정키,2,쏘,부담이 돼(Feat. 휘인 of 마마무),♪부담이 돼(Feat. 휘인 of 마마무)(정키)
f(x),2,쏘쎄,불러본다,♪불러본다(f(x))
마골피,2,쏘,비행소녀,♪비행소녀(마골피)
Red Velvet(레드벨벳),2,쏘쎄,빨간 맛,♪빨간 맛(Red Velvet(레드벨벳))
유정이,2,쏘쎄,사는 게 그런 거죠,♪사는 게 그런 거죠(유정이)
안치환,2,쏘쎄,사람이 꽃보다 아름다워,♪사람이 꽃보다 아름다워(안치환)
바비 킴,2,쏘,사랑 사랑 사랑,♪사랑 사랑 사랑(바비 킴)
임재범,2,쏘쎄,사랑,♪사랑(임재범)
피노키오,2,쏘쎄,사랑과 우정 사이,♪사랑과 우정 사이(피노키오)
심수봉,2,쏘쎄,사랑밖에 난 몰라,♪사랑밖에 난 몰라(심수봉)
엠씨더맥스,2,쏘쎄,사랑을 외치다,♪사랑을 외치다(엠씨더맥스)
설운도,2,쏘쎄,사랑의 트위스트,♪사랑의 트위스트(설운도)
홍진영,2,쏘,사랑이 좋아,♪사랑이 좋아(홍진영)
유재하,2,쏘쎄,사랑하기 때문에,♪사랑하기 때문에(유재하)
박효신,2,쏘쎄,사랑한 후에,♪사랑한 후에(박효신)
김동률,2,쏘쎄,사랑한다 말해도(Feat. 이소라),♪사랑한다 말해도(Feat. 이소라)(김동률)
Nakashima Mika,2,쏘쎄,雪の華(눈의 꽃),♪雪の華(눈의 꽃)(Nakashima Mika)
소녀시대,2,쏘쎄,소녀시대,♪소녀시대(소녀시대)
소녀시대,2,쏘쎄,소원을 말해봐,♪소원을 말해봐(소녀시대)
Koreana,2,쏘쎄,손에 손잡고,♪손에 손잡고(Koreana)
아이유,2,쏘쎄,스물셋,♪스물셋(아이유)
다비치,2,쏘쎄,슬픈 사랑의 노래,♪슬픈 사랑의 노래(다비치)
김정민,2,쏘쎄,슬픈 언약식,♪슬픈 언약식(김정민)
포스트맨,2,쏘쎄,신촌을 못가,♪신촌을 못가(포스트맨)
코요태,2,쏘쎄,실연,♪실연(코요태)
프라이머리,2,쏘쎄,"씨스루(Feat. Zion.T, 개코 Of 다이나믹듀오)","♪씨스루(Feat. Zion.T, 개코 Of 다이나믹듀오)(프라이머리)"
Various Artists,2,쏘쎄,아기공룡 둘리(R&B Ver.),♪아기공룡 둘리(R&B Ver.)(Various Artists)
조정석,2,쏘쎄,아로하,♪아로하(조정석)
양희은,2,쏘쎄,아침 이슬,♪아침 이슬(양희은)
윤수일,2,쏘쎄,아파트,♪아파트(윤수일)
조이,2,쏘쎄,안녕,♪안녕(조이)
진성,2,쏘쎄,안동역에서,♪안동역에서(진성)
"나윤권, 별",2,쏘쎄,안부,"♪안부(나윤권, 별)"
처진 달팽이,2,쏘쎄,압구정 날라리,♪압구정 날라리(처진 달팽이)
Zion.T,2,쏘쎄,양화대교,♪양화대교(Zion.T)
장윤정,2,쏘쎄,어머나,♪어머나(장윤정)
DJ DOC,2,쏘쎄,여름이야기,♪여름이야기(DJ DOC)
"씨야, 다비치, 티아라",2,쏘쎄,영원한 사랑,"♪영원한 사랑(씨야, 다비치, 티아라)"
나미,2,쏘쎄,영원한 친구,♪영원한 친구(나미)
체리 필터,2,쏘쎄,오리날다,♪오리날다(체리 필터)
서영은,2,쏘쎄,완소 그대,♪완소 그대(서영은)
CNBLUE(씨엔블루),2,쏘쎄,외톨이야,♪외톨이야(CNBLUE(씨엔블루))
윤건,2,쏘,우리 둘만 아는,♪우리 둘만 아는(윤건)
김양,2,쏘,우지마라,♪우지마라(김양)
딕펑스,2,쏘쎄,울릉도 트위스트,♪울릉도 트위스트(딕펑스)
볼빨간사춘기,2,쏘쎄,워커홀릭,♪워커홀릭(볼빨간사춘기)
지아,2,쏘쎄,원하고 원해도,♪원하고 원해도(지아)
혁오,2,쏘,위잉위잉,♪위잉위잉(혁오)
린,2,쏘쎄,유리 심장(Feat. 용준형 Of 비스트),♪유리 심장(Feat. 용준형 Of 비스트)(린)
린,2,쏘,유리심장,♪유리심장(린)
럼블피쉬,2,쏘,으라차차,♪으라차차(럼블피쉬)
EXO,2,쏘쎄,으르렁,♪으르렁(EXO)
임재범,2,쏘쎄,이 밤이 지나면,♪이 밤이 지나면(임재범)
길구봉구,2,쏘쎄,이 별,♪이 별(길구봉구)
투투,2,쏘쎄,일과 이분의 일,♪일과 이분의 일(투투)
윤도현(YB),2,쏘,잊을게,♪잊을게(윤도현(YB))
에이트,2,쏘쎄,잘가요 내 사랑,♪잘가요 내 사랑(에이트)
미나,2,쏘쎄,전화받어,♪전화받어(미나)
2am,2,쏘쎄,전활 받지 않는 너에게,♪전활 받지 않는 너에게(2am)
브라운 아이드 소울,2,쏘쎄,정말사랑 했을까,♪정말 사랑했을까(브라운 아이드 소울)
미쓰정,2,쏘쎄,좋습니다,♪좋습니다(미쓰정)
허각,2,쏘쎄,죽고 싶단 말 밖에,♪죽고 싶단 말 밖에(허각)
2am,2,쏘쎄,죽어도 못 보내,♪죽어도 못 보내(2am)
다이나믹 듀오,2,쏘쎄,죽일 놈,♪죽일 놈(다이나믹 듀오)
싸이,2,쏘쎄,챔피언,♪챔피언(싸이)
티아라,2,쏘쎄,처음처럼,♪처음처럼(티아라)
FTISLAND,2,쏘쎄,천둥,♪천둥(FTISLAND)
옥주현,2,쏘쎄,천일동안,♪천일동안(옥주현)
이무진,2,쏘,청혼하지 않을 이유를 못 찾았어,♪청혼하지 않을 이유를 못 찾았어(이무진)
엄정화,2,쏘쎄,초대,♪초대(엄정화)
엠씨더맥스,2,쏘쎄,추억 속의 재회,♪추억 속의 재회(엠씨더맥스)
산들,2,쏘쎄,취기를 빌려,♪취기를 빌려(산들)
채정안,2,쏘쎄,편지,♪편지(채정안)
황인욱,2,쏘,플러팅,♪플러팅(황인욱)
상상밴드,2,쏘,피너츠 송,♪피너츠 송(상상밴드)
아이유,2,쏘쎄,하루 끝,♪하루 끝(아이유)
BIGBANG(빅뱅),2,쏘쎄,하루 하루,♪하루 하루(BIGBANG(빅뱅))
가비엔제이,2,쏘쎄,헤어지래요,♪헤어지래요(가비엔제이)
우디,2,쏘,혹시 세상에 혼자 남겨진 것 같다면,♪혹시 세상에 혼자 남겨진 것 같다면(우디)
디셈버,2,쏘쎄,혼자 왔어요,♪혼자 왔어요(디셈버)
거미,2,쏘쎄,혼자만 하는 사랑,♪혼자만 하는 사랑(거미)
"김연지, 이보람",2,쏘쎄,화장을 하고,"♪화장을 하고(김연지, 이보람)"
정수라,2,쏘쎄,환희,♪환희(정수라)
왁스,2,쏘,황혼의 문턱,♪황혼의 문턱(왁스)
마마무,2,쏘쎄,황홀한 고백,♪황홀한 고백(마마무)
이문세,2,쏘쎄,휘파람,♪휘파람(이문세)
허각,2,쏘,흔한 이별,♪흔한 이별(허각)
육각수,2,쏘쎄,흥보가 기가 막혀,♪흥보가 기가 막혀(육각수)
원더걸스,1,쏘쎄,2 Different Tears,♪2 Different Tears(원더걸스)
AKMU(악뮤),1,쏘쎄,200%,♪2(AKMU(악뮤))
태연,1,쏘쎄,All With You,♪All With You(태연)
"로제, Bruno Mars",1,쏘,APT.,"♪APT.(로제, Bruno Mars)"
Nat King Cole,1,쏘쎄,Autumn Leaves,♪Autumn Leaves(Nat King Cole)
IVE(아이브),1,쏘쎄,Baddie,♪Baddie(IVE(아이브))
"Jessie J, Ariana Grande, Nicki Minaj",1,쏘쎄,Bang Bang,"♪Bang Bang(Jessie J, Ariana Grande, Nicki Minaj)"
"씨야, 다비치, 블랙펄",1,쏘쎄,Blue Moon,"♪Blue Moon(씨야, 다비치, 블랙펄)"
티아라,1,쏘쎄,Bo Peep Bo Peep,♪Bo Peep Bo Peep(티아라)
"Simon, Garfunkel",1,쏘,Bridge Over Troubled Water,"♪Bridge Over Troubled Water(Simon, Garfunkel)"
뉴진스,1,쏘쎄,Cookie,♪Cookie(NewJeans(뉴진스))
허각,1,쏘,Cosmos,♪Cosmos(허각)
티아라,1,쏘쎄,Cry Cry,♪Cry Cry(티아라)
티아라,1,쏘쎄,DAY BY DAY,♪DAY BY DAY(티아라)
Eagles,1,쏘쎄,Desperado,♪Desperado(Eagles)
DJ DOC,1,쏘쎄,DOC와 춤을,♪DOC와 춤을(DJ DOC)
하현우,1,쏘쎄,Don't Cry,♪Don't Cry(하현우)
에스파,1,쏘쎄,Drama,♪Drama(aespa(에스파))
2NE1,1,쏘쎄,Fire,♪Fire(2NE1)
Jessie J,1,쏘,Flashlight,♪Flashlight(Jessie J)
이효리,1,쏘쎄,Get Ya',♪Get Ya'(이효리)
컨츄리 꼬꼬,1,쏘쎄,Gimme! Gimme!,♪Gimme! Gimme!(컨츄리 꼬꼬)
멜로망스,1,쏘,Happy Song,♪Happy Song(멜로망스)
G-DRAGON(지드래곤),1,쏘쎄,Heartbreaker,♪Heartbreaker(G-DRAGON(지드래곤))
"포맨, 미",1,쏘쎄,Here I Am,"♪Here I Am(포맨, 미)"
박진영,1,쏘쎄,Honey,♪Honey(박진영)
태양,1,쏘쎄,I Need A Girl(Feat. G-dragon),♪I Need A Girl(Feat. G-dragon)(태양)
웅산,1,쏘쎄,I Sing The Blues,♪I Sing The Blues(웅산)
Alicia Keys,1,쏘쎄,If I Ain't Got You,♪If I Ain't Got You(Alicia Keys)
나르샤,1,쏘쎄,I'm In Love,♪I'm In Love(나르샤)
"댄싱게놈(유재석, JYP)",1,쏘쎄,I'm So Sexy,"♪I'm So Sexy(댄싱게놈(유재석, JYP))"
IVE(아이브),1,쏘쎄,Kitsch,♪Kitsch(IVE(아이브))
브라운아이드걸스,1,쏘쎄,L.O.V.E,♪L.O.V.E(브라운아이드걸스)
비,1,쏘쎄,La Song,♪La Song(비)
"Christina Aguilera, Lil' Kim, Mya, Pink",1,쏘쎄,Lady Marmalade,"♪Lady Marmalade(Christina Aguilera, Lil' Kim, Mya, Pink)"
원더걸스,1,쏘쎄,Like This,♪Like This(원더걸스)
"Kristen Bell, Santino Fontana",1,쏘쎄,Love Is An Open Door,"♪Love Is An Open Door(Kristen Bell, Santino Fontana)"
SHINee(샤이니),1,쏘쎄,Lucifer,♪Lucifer(SHINee(샤이니))
Ashily,1,쏘,Lucky,♪Lucky(Ashily)
정키,1,쏘,"MAMA(Feat. 구윤회, 한예슬, 신종욱, 김나영)","♪MAMA(Feat. 구윤회, 한예슬, 신종욱, 김나영)(정키)"
베이비복스,1,쏘쎄,Missing You,♪Missing You(베이비복스)
씨스타19,1,쏘쎄,My Boy,♪My Boy(씨스타19)
엠씨더맥스,1,쏘,One Love,♪One Love(엠씨더맥스)
TWICE(트와이스),1,쏘쎄,OOH-AHH하게,♪OOH-AHH하게(TWICE(트와이스))
Red Velvet(레드벨벳),1,쏘쎄,Psycho,♪Psycho(Red Velvet(레드벨벳))
씨스타,1,쏘쎄,Push Push,♪Push Push(씨스타)
아이유,1,쏘쎄,Rain Drop,♪Rain Drop(아이유)
박봄,1,쏘쎄,Remembered,♪Remembered(박봄)
동방신기,1,쏘쎄,Rising Sun,♪Rising Sun(동방신기)
"Charlie Puth, Wiz Khalifa",1,쏘쎄,See You Again,"♪See You Again(Charlie Puth, Wiz Khalifa)"
Elvis Costello,1,쏘쎄,She,♪She(Elvis Costello)
언니쓰,1,쏘쎄,Shut Up(Feat. 유희열),♪Shut Up(Feat. 유희열)(언니쓰)
Karina,1,쏘쎄,Slow Motion,♪Slow Motion(Karina)
MC몽,1,쏘쎄,So Fresh(Feat. 김태우),♪So Fresh(Feat. 김태우)(MC몽)
제니,1,쏘쎄,SOLO,♪SOLO(제니)
에스파,1,쏘쎄,Spicy,♪Spicy(aespa(에스파))
Destiny's Child,1,쏘쎄,Stand Up For Love,♪Stand Up For Love(Destiny's Child)
(여자)아이들,1,쏘쎄,Super Lady,♪Super Lady((여자)아이들)
Rihanna,1,쏘쎄,Take A Bow,♪Take A Bow(Rihanna)
소녀시대,1,쏘쎄,The Boys,♪The Boys(소녀시대)
혁오,1,쏘쎄,TOMBOY,♪TOMBOY(혁오)
Britney Spears,1,쏘쎄,Toxic,♪Toxic(Britney Spears)
"티아라, 초신성",1,쏘쎄,TTL Listen 2,"♪TTL Listen 2(티아라, 초신성)"
소녀시대-태티서,1,쏘쎄,Twinkle,♪Twinkle(소녀시대-태티서)
에일리,1,쏘쎄,U&I,♪U&I(에일리)
DAY6(데이식스),1,쏘,Welcome to the Show,♪Welcome to the Show(DAY6(데이식스))
"Whitney Houston, Mariah Carey",1,쏘쎄,When You Believe,"♪When You Believe(Whitney Houston, Mariah Carey)"
웅산,1,쏘,W-O-M-E-N,♪W-O-M-E-N(웅산)
멜로망스,1,쏘쎄,You,♪You(멜로망스)
YOASOBI,1,쏘,アイドル (애니메이션 '최애의 아이' 1기 오프닝곡),♪アイドル (애니메이션 '최애의 아이' 1기 오프닝곡)(YOASOBI)
김나영,1,쏘쎄,가끔 내가,♪가끔 내가(김나영)
씨야,1,쏘쎄,"가니(Feat. 김용준 Of SG워너비, 황정음, Mario)","♪가니(Feat. 김용준 Of SG워너비, 황정음, Mario)(씨야)"
선미,1,쏘쎄,가시나,♪가시나(선미)
알리,1,쏘,가시연꽃,♪가시연꽃(알리)
김민기,1,쏘,가을편지,♪가을편지(김민기)
QWER,1,쏘,고민중독,♪고민중독(QWER)
신촌 블루스,1,쏘,골목길,♪골목길(신촌 블루스)
"별, 권정열",1,쏘쎄,귀여워,"♪귀여워(별, 권정열)"
이승철,1,쏘,그 사람,♪그 사람(이승철)
G-DRAGON(지드래곤),1,쏘쎄,그XX,♪그XX(G-DRAGON)
들국화,1,쏘쎄,그것만이 내 세상,♪그것만이 내 세상(들국화)
김범수,1,쏘쎄,그대 모습은 장미,♪그대 모습은 장미(김범수)
송하예,1,쏘쎄,그대를 알고,♪그대를 알고(송하예)
어쿠스틱 콜라보,1,쏘쎄,"그대와 나, 설레임","♪그대와 나, 설레임(어쿠스틱 콜라보)"
Various Artists,1,쏘쎄,기쁘다 구주 오셨네,♪기쁘다 구주 오셨네(Various Artists)
나얼,1,쏘쎄,기억의 빈자리,♪기억의 빈자리(나얼)
Various Artists,1,쏘쎄,까치까치 설날은,♪까치까치 설날은(Various Artists)
버스커 버스커,1,쏘쎄,꽃송이가,♪꽃송이가(버스커 버스커)
민니,1,쏘,꿈결같아서,♪꿈결같아서(민니)
다비치,1,쏘쎄,끝사랑,♪끝사랑(다비치)
임정희,1,쏘쎄,나 돌아가,♪나 돌아가(임정희)
이정,1,쏘쎄,나를 슬프게 하는 사람들,♪나를 슬프게 하는 사람들(이정)
볼빨간 사춘기,1,쏘쎄,나만 안 되는 연애,♪나만 안 되는 연애(볼빨간 사춘기)
함부영,1,쏘,나의 노래,♪나의 노래(함부영)
세정,1,쏘,나의 모든 날,♪나의 모든 날(세정)
김범수,1,쏘,나타나,♪나타나(김범수)
문근영,1,쏘쎄,난 사랑을 아직 몰라,♪난 사랑을 아직 몰라(문근영)
FTISLAND,1,쏘쎄,남자의 첫사랑은 무덤까지 간다,♪남자의 첫사랑은 무덤까지 간다(FTISLAND)
거미,1,쏘쎄,낮과 밤,♪낮과 밤(거미)
SG 워너비,1,쏘쎄,내 사랑,♪내 사랑(SG 워너비)
다비치,1,쏘쎄,내 옆에 그대인 걸,♪내 옆에 그대인 걸(다비치)
주호,1,쏘,내가 아니라도,♪내가 아니라도(주호)
지아,1,쏘쎄,내가 이렇지(Feat. 하동균),♪내가 이렇지(Feat. 하동균)(지아)
예성,1,쏘쎄,너 아니면 안돼,♪너 아니면 안돼(예성)
황정민,1,쏘쎄,너는 내 운명 Sun Together(with 전도연),♪너는 내 운명 Sun Together(with 전도연)(황정민)
노을,1,쏘쎄,너는 어땠을까,♪너는 어땠을까(노을)
전유나,1,쏘,너를 사랑하고도,♪너를 사랑하고도(전유나)
윤미래,1,쏘쎄,너를 사랑해,♪너를 사랑해(윤미래)
변진섭,1,쏘쎄,너에게로 또 다시,♪너에게로 또 다시(변진섭)
#안녕,1,쏘쎄,너의 번호를 누르고,♪너의 번호를 누르고(Prod. 영화처럼)(#안녕)
SHINee(샤이니),1,쏘,누난 너무 예뻐,♪누난 너무 예뻐(SHINee(샤이니))
플라워,1,쏘쎄,눈물,♪눈물(플라워)
배치기,1,쏘쎄,눈물샤워(Feat. 에일리),♪눈물샤워(Feat. 에일리)(배치기)
박상민,1,쏘쎄,눈물잔,♪눈물잔(박상민)
설하윤,1,쏘쎄,눌러주세요,♪눌러주세요(설하윤)
김동률,1,쏘쎄,다시 사랑한다 말할까,♪다시 사랑한다 말할까(김동률)
경서예지,1,쏘쎄,다정히 내 이름을 부르면,♪다정히 내 이름을 부르면(경서예지)
이적,1,쏘쎄,다행이다,♪다행이다(이적)
"남진, 장윤정",1,쏘쎄,당신이 좋아,"♪당신이 좋아(남진, 장윤정)"
조용필,1,쏘쎄,돌아와요 부산항에,♪돌아와요 부산항에(조용필)
멜로망스,1,쏘,동화,♪동화(멜로망스)
써니힐,1,쏘쎄,두근두근,♪두근두근(써니힐)
Supreme Team,1,쏘쎄,땡땡땡,♪땡땡땡(Supreme Team)
듀스,1,쏘쎄,떠나버려,♪떠나버려(듀스)
마이티 마우스,1,쏘쎄,랄랄라(Feat. 소야),♪랄랄라(Feat. 소야)(마이티 마우스)
7공주,1,쏘쎄,러브송,♪러브송(7공주)
김완선,1,쏘,리듬 속의 그 춤을,♪리듬 속의 그 춤을(김완선)
임주리,1,쏘쎄,립스틱 짙게 바르고,♪립스틱 짙게 바르고(임주리)
아이유,1,쏘,마음들 드려요,♪마음들 드려요(아이유)
장혜진,1,쏘쎄,마주치지 말자,♪마주치지 말자(장혜진)
빅뱅,1,쏘쎄,마지막 인사,♪마지막 인사(BIGBANG(빅뱅))
Various Artists,1,쏘쎄,멋쟁이 토마토,♪멋쟁이 토마토(Various Artists)
MC몽,1,쏘쎄,"몽이 유랑단(Feat. 노홍철, 데프콘, 하하, 달마시안)","♪몽이 유랑단(Feat. 노홍철, 데프콘, 하하, 달마시안)(MC몽)"
아이유,1,쏘쎄,미리 메리 크리스마스(Feat. 천둥 Of MBLAQ),♪미리 메리 크리스마스(Feat. 천둥 Of MBLAQ)(아이유)
Various Artists,1,쏘쎄,반짝반짝 작은 별(R&B Ver.),♪반짝반짝 작은 별(R&B Ver.)(Various Artists)
박화요비,1,쏘쎄,반쪽,♪반쪽(박화요비)
먼데이 키즈,1,쏘쎄,발걸음,♪발걸음(먼데이 키즈)
BIGBANG(빅뱅),1,쏘쎄,뱅뱅뱅,♪뱅뱅뱅(BIGBANG(빅뱅))
영지,1,쏘,별 거 아니야,♪별 거 아니야(영지)
볼빨간사춘기,1,쏘쎄,별 보러 갈래,♪별 보러 갈래(볼빨간사춘기)
진성,1,쏘,보릿고개,♪보릿고개(진성)
윤종신,1,쏘쎄,본능적으로,♪본능적으로(윤종신)
안예은,1,쏘쎄,봄이 온다면,♪봄이 온다면(안예은)
10CM,1,쏘쎄,봄이 좋냐??,♪봄이 좋냐??(10CM)
BIGBANG(빅뱅),1,쏘쎄,붉은노을,♪붉은노을(BIGBANG(빅뱅))
심수봉,1,쏘쎄,비나리,♪비나리(심수봉)
린,1,쏘,비를 내려줘요,♪비를 내려줘요(린)
모모랜드,1,쏘쎄,뿜뿜,♪뿜뿜(모모랜드)
노래를 찾는 사람들,1,쏘,사계,♪사계(노래를 찾는 사람들)
양희은,1,쏘,사랑 그 쓸쓸함에 대하여,♪사랑 그 쓸쓸함에 대하여(양희은)
린,1,쏘,사랑..다 거짓말,♪사랑..다 거짓말(린)
태진아,1,쏘쎄,사랑은 아무나 하나,♪사랑은 아무나 하나(태진아)
10CM,1,쏘쎄,사랑은 은하수 다방에서,♪사랑은 은하수 다방에서(10CM)
양수경,1,쏘,사랑은 창밖에 빗물 같아요,♪사랑은 창밖에 빗물 같아요(양수경)
박정현,1,쏘쎄,사랑이 올까요,♪사랑이 올까요(박정현)
이진이,1,쏘쎄,사랑하기 참 좋은 날,♪사랑하기 참 좋은 날(이진이)
다비치,1,쏘,사랑해서 그래,♪사랑해서 그래(다비치)
김경호,1,쏘쎄,사랑했지만,♪사랑했지만(김경호)
경서예지,1,쏘쎄,사실 나는,♪사실 나는(경서예지)
케이시,1,쏘,사실말야내가말야그게그러니까말이야,♪사실말야내가말야그게그러니까말이야(케이시)
노을,1,쏘,살기 위해서,♪살기 위해서(노을)
모래,1,쏘쎄,상사,♪상사(모래)
오렌지 캬라멜,1,쏘쎄,샹하이 로맨스,♪샹하이 로맨스(오렌지 캬라멜)
SOLE(쏠),1,쏘쎄,선물,♪선물(SOLE(쏠))
승리,1,쏘,"셋 셀테니(1, 2, 3!)","♪셋 셀테니(1, 2, 3!)(승리)"
오혁,1,쏘쎄,소녀,♪소녀(오혁)
이승철,1,쏘쎄,소녀시대,♪소녀시대(이승철)
이승철,1,쏘쎄,소리쳐,♪소리쳐(이승철)
박지윤,1,쏘쎄,소중한 사랑,♪소중한 사랑(박지윤)
Various Artists,1,쏘쎄,솜사탕,♪솜사탕(Various Artists)
박효신,1,쏘,숨,♪숨(박효신)
나오미,1,쏘쎄,슬픈 인연,♪슬픈 인연(나오미)
씨야,1,쏘쎄,시차,♪시차(씨야)
장기하,1,쏘쎄,싸구려 커피,♪싸구려 커피(장기하)
울랄라세션,1,쏘쎄,아!옛날이여,♪아!옛날이여(울랄라세션)
SG 워너비,1,쏘쎄,아리랑,♪아리랑(SG 워너비)
Various Artists,1,쏘쎄,아리랑,♪아리랑(Various Artists)
홍민정,1,쏘쎄,아마도 그건,♪아마도 그건(홍민정)
싸이,1,쏘쎄,아버지,♪아버지(싸이)
오기택,1,쏘쎄,아빠의 청춘,♪아빠의 청춘(오기택)
MC몽,1,쏘쎄,아이스크림,♪아이스크림(MC몽)
포맨,1,쏘쎄,안녕 나야,♪안녕 나야(포맨)
성시경,1,쏘,안녕 나의 사랑,♪안녕 나의 사랑(성시경)
10CM,1,쏘,애상,♪애상(10CM)
Various Artists,1,쏘,야곱의 축복,♪야곱의 축복(Various Artists)
Sondia,1,쏘,어른,♪어른(Sondia)
god,1,쏘쎄,어머님께,♪어머님께(god)
장윤정,1,쏘쎄,어부바,♪어부바(장윤정)
케이시,1,쏘쎄,언제나 사랑해,♪언제나 사랑해(케이시)
이수영,1,쏘,얼마나 좋을까,♪얼마나 좋을까(이수영)
코요태,1,쏘쎄,열정,♪열정(코요태)
성시경,1,쏘,오 나의 여신님,♪오 나의 여신님(성시경)
윤도현(YB),1,쏘쎄,오 필승 코리아,♪오 필승 코리아(윤도현(YB))
박정현,1,쏘쎄,오래전 그날,♪오래전 그날(박정현)
"Jessica, 티파니, 서현",1,쏘쎄,오빠나빠,"♪오빠나빠(Jessica, 티파니, 서현)"
디바,1,쏘쎄,왜불러,♪왜불러(디바)
"가인, 조권",1,쏘,우리 사랑하게 됐어요,"♪우리 사랑하게 됐어요(가인, 조권)"
Various Artist,1,쏘,우리는 모두 친구(포켓몬스터 OST),♪우리는 모두 친구(포켓몬스터 OST)(Various Artist)
브라운아이드걸스,1,쏘쎄,원더우먼,♪원더우먼(브라운아이드걸스)
EXID,1,쏘쎄,위아래,♪위아래(EXID)
아이유,1,쏘쎄,이 지금,♪이 지금(아이유)
김광석,1,쏘쎄,이등병의 편지,♪이등병의 편지(김광석)
박화요비,1,쏘쎄,이런 밤,♪이런 밤(박화요비)
원더걸스,1,쏘쎄,이바보,♪이바보(원더걸스)
에디킴,1,쏘쎄,이쁘다니까,♪이쁘다니까(에디킴)
015B,1,쏘쎄,이젠 안녕,♪이젠 안녕(015B)
MC 스나이퍼,1,쏘쎄,인생(Feat. 웅산),♪인생(Feat. 웅산)(MC 스나이퍼)
조항조,1,쏘쎄,인생아 고마웠다,♪인생아 고마웠다(조항조)
